Review,Rating,document
"place worst, not believe good reviews place, booked based reviews, disgusting musty smell, location not good, central hotels similar rate cleaner furnished better, located bad area near train station said not centrally located, management worse rude unhelpful, zero stars, think write reviews,",1,14805
"avoid costs began week vacation hotel flying late, arrived midnight, staff ok. odd copied credit card drivers licience, checked room worst rooms stayed, mold air pungent hard breath opening sliding doors impossible, bed allowed people meet middle towles small scarce ask twice morning second wash cloth encourge avoid place like plague,",1,11038
"good bad just got week princess mar 30 6. thanks wrote reviews, helpful setting expectations.i simple, good beautiful beach seen, girlfriend walked hours everyday direction unending powdery palm tree line beaches warmest water spashing feet perfect.- grounds lush immaculately kept, beautiful variiety foliage lots free ranging birds lik peacocks, grounds little spread took 10 minutes walk end beautiful setting, shuttles available wanted.-the weather 10/10 80 degrees sunny light moderate winds, n't dialed better- rooms open spacious air conditioned aqnd not musty buggy, individual verandas awesome evening-platinum club great, helpful staff nice clubhouse, worth extra went air canada vacations no problems smooth operation, time good flights quick transfers organized, bad food better, like all-inclusive gets weeks end, lots variety able liking.- staff not happiest crowd, language bit problem.- hot water not available peaktimes 4-6pm cold felt good hot day sun.hope helps,",4,2910
"fantastic, omni incredible fabulous time, service superior room excellent location right china town wonderful, omni sf, ca n't wait,",5,7935
"better hotels family stayed property sept 20-25 check simple quick paid 489.00us night instead 429.00us upgraded room view times square dont not view nothing simply facing direction reading reviews people getting room city view nothing simply asking room upgrade arrive fine just dont dish money thisthe night showers noticed no blow dryer room according ammenities list needed extra blanket..we called housekeeping asked items sent came midnight gave went bed air conditioner did not work bathroom setup no counter space difficult 3 female trying hair makeup use toilet curling iron 2nd trip ny not stay better options city great,",2,11482
"great stay tulipn inn amsterdam west great stay tulip inn amsterdam city west, room large comparable american hotels, comfortable bed clean room, staff polite efficient, simple 30 minute tram ride city center minute walk hoekenes stop 17 tram, location quiet residential area great long day walking amsterdam, recommend hotel stay return amsterdam,",4,9098
"nothing special basic accommodations, not easy hotel second floor indistinguishable building small brass sign door, tiny lift bring luggage, room bare bones no atmosphere clean, staff nice helpful, good students young singles/couples,",3,10613
"highly recommended, 1st visit hawaii husband really wanted pearl harbor memorial, booked 2-night stay oahu using tripadvisor.com happy embassy suites.lovely greeting lovely spacious clean comfortable room, accomodating staff nearby shops easy taxi service sites airport.i n't hesitate recommend embassy suites beach walk pearl harbor memorial, liked phb expected highlight trip,",5,19654
"fantastic, sister getting married wanted nice hen night abroad chose girona stumbled h10 marina glad.13 girls hen night barcelona hotel magnificent.the rooms just described beds changed day new towels nice.the breakfast amazing imagination woke day sunshades result previous night attend breakfast.i impressed hotel tend lots hotels promoting things not appear arrival hotel.my bars restaurants amazing affordable sister fantastic time defintely going,",5,14024
"little gem husband just returned 3 nights hotel, tram ride outside berlin city centre price great little hotel.the staff young incredibly helpful knowledgable transport, rooms small clean warm, bar tiny not pricey, restaurant underused small menu food tasty cooked, tram berlin city stops just outside hotel takes 10-15 mins run frequently time, recommend travellers getting travel pass airport excellent airport express train city, great trip,",4,9144
